variant,seed,checkpoint,score_main,tstr_macro_f1,disc_auc_gap,unconditional_w1,conditional_w1,train_seconds,eval_seconds
conditional_current_matching,1,4000,0.39031031470369343,0.2563990665948041,0.1612115818844475,0.23437556832924908,0.5636502487593692,581.0890061855316,53.104183197021484
conditional_current_matching,1,8000,0.36149698722549045,0.30412292053996476,0.14126252352954036,0.215605430937426,0.5157561116348931,1055.6477937698364,53.161858797073364
conditional_current_matching,1,12000,0.3734547043261258,0.28908969210869917,0.14949218943797493,0.24391354686139957,0.5153170681936298,1530.1251273155212,53.152323484420776
conditional_current_matching,1,16000,0.37176574452489747,0.3145779661114259,0.15432444806867016,0.2708600115921412,0.5043079541968366,2006.021568775177,53.110032081604004
conditional_current_matching,1,20000,0.3531307416272768,0.2913085828008166,0.14002723605707978,0.2181657193086811,0.4440789265903038,2485.6417331695557,53.13621425628662
conditional_current_matching,2,1000,0.3907396669387991,0.2996710953102748,0.1622204897032098,0.24559558763788866,0.6203154275413688,161.12549257278442,55.287243604660034
conditional_current_matching,2,2000,0.3694068603987068,0.294763065309019,0.16959981480779773,0.23579827079625384,0.4790652301297938,323.294912815094,55.251198291778564
conditional_current_matching,2,4000,0.3640305538598092,0.2514877710389371,0.13828428610533539,0.18754139314182475,0.4897997422624652,592.497686624527,55.294599771499634
conditional_current_matching,2,8000,0.36438489825226933,0.2782499476044853,0.17050447192669096,0.20213366658732065,0.4670542760445365,1067.4741179943085,53.705596685409546
conditional_current_matching,2,12000,0.3674185782917379,0.27985839035096766,0.13918368628721242,0.23910115851528424,0.4874277153508557,1542.5091753005981,53.7395339012146
conditional_current_matching,2,16000,0.3924140140569074,0.2462690116379909,0.1684519955073478,0.2540440569514915,0.5243624761387665,2018.1852812767029,53.72374677658081
conditional_current_matching,2,20000,0.37387734332557604,0.2929174586008688,0.16541778917388697,0.25113675139029973,0.4908670367597992,2497.482729911804,53.69768977165222
