variant,seed,checkpoint,score_main,tstr_macro_f1,disc_auc_gap,unconditional_w1,conditional_w1,train_seconds,eval_seconds
local_causal_ot,2,16000,0.463753596736741,0.3712596945222066,0.4973188460321523,0.42557972889167317,0.4549356208945004,4266.110839366913,148.64212822914124
local_causal_ot,2,20000,0.48508835334049366,0.32551912247219983,0.4971593811035439,0.4584626777871566,0.48036094438211735,5263.171475887299,148.52461791038513
conditional_current_matching,0,1000,0.5533703794564916,0.21405968554905294,0.4989031224210028,0.5456848016675455,0.6377885487265252,268.9548988342285,148.30145716667175
conditional_current_matching,0,2000,0.5061881503342534,0.2529965754262753,0.4999490823558119,0.4495604455865864,0.5018257664199508,537.8919410705566,148.32835054397583
conditional_current_matching,0,4000,0.4796369304609505,0.30662113981459566,0.49735492172056056,0.4192546754270963,0.45992054794359527,927.6337666511536,148.2771279811859
conditional_current_matching,0,8000,0.4783160359862888,0.30634421027392666,0.4960554591530677,0.42793790916250324,0.44451274924544365,1558.8089439868927,148.07189440727234
conditional_current_matching,0,12000,0.4595737003405714,0.3473749593461559,0.4905672651731338,0.4066031874759611,0.4251649719075352,2190.2609453201294,148.15188908576965
conditional_current_matching,0,16000,0.47384353846203275,0.3561006662118005,0.4884290253188957,0.456729095403741,0.47517301567939557,2824.353048324585,149.66400408744812
conditional_current_matching,0,20000,0.49599643988694897,0.2856698237723445,0.4898238729521493,0.46872599310375435,0.4878918793203731,3464.5231642723083,150.1581244468689
conditional_current_matching,1,1000,0.5239574203345674,0.2878438151882925,0.4998075984208746,0.49508753900570607,0.6192071068847986,271.4480905532837,150.24989700317383
conditional_current_matching,1,2000,0.49597254332385576,0.2828255827022166,0.4993349588938229,0.43970953431682114,0.4969733253412985,541.3419814109802,148.60858464241028
conditional_current_matching,1,4000,0.4669207260100763,0.3262372980611134,0.49686482688449773,0.4070228872920943,0.42766704105985526,931.3779368400574,148.19659662246704
conditional_current_matching,1,8000,0.476689842610792,0.31272215186904434,0.4931920910760355,0.4282589039837892,0.44917765695357,1563.2461113929749,148.09617590904236
conditional_current_matching,1,12000,0.49062671785272166,0.3140341354271416,0.4748429793489389,0.4811387510042846,0.5083456209128004,2195.690066099167,148.33719158172607
conditional_current_matching,1,16000,0.480222867004963,0.3158620796214136,0.4955169180172945,0.4381617165882676,0.46041226918447015,2828.8599236011505,148.11342573165894
conditional_current_matching,1,20000,0.4988889699277967,0.28273595956711145,0.49289434473239296,0.47376380897214504,0.4912682550076295,3469.3636820316315,149.87053728103638
conditional_current_matching,2,1000,0.5584205984209762,0.2430955678810027,0.49758806319264365,0.5895315397652939,0.6750588836401284,271.458838224411,150.23279786109924
conditional_current_matching,2,2000,0.48754861468463084,0.29887380083766885,0.49953637276268,0.4364177321215572,0.47411512428764957,542.5748519897461,150.01616191864014
conditional_current_matching,2,4000,0.4761359579351418,0.3149540056008695,0.4992200011621241,0.4219719087581832,0.44542911141679625,934.7712306976318,149.91234707832336
conditional_current_matching,2,8000,0.4905193041981461,0.29577436019102693,0.4956684739241964,0.4536285825255782,0.47559957948370096,1567.9120454788208,148.66934084892273
conditional_current_matching,2,12000,0.46251248396099354,0.36451242354724284,0.48256816208707004,0.4237020513202608,0.4612637413462258,2198.412944316864,148.22737908363342
conditional_current_matching,2,16000,0.4679559578003909,0.35878293998455074,0.4925635883468263,0.43682990045082154,0.4571888599502169,2830.2654378414154,148.1756443977356
conditional_current_matching,2,20000,0.4915700582771095,0.30712569919793037,0.48550963864870395,0.47514015737282445,0.4945006045079108,3466.0381870269775,148.29663014411926
